"organisms","All_environments","C","M","Environment_H2S"
"Celeribacter halophilus","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.010338349,0.029491329,"Non-H2S-rich"
"Planktotalea frisia","psychrophiles-slight_halophile-alkaliphile-Bacteria-aerobe",0.010929198,0.030152885,"Non-H2S-rich"
"Parvibaculum lavamentivorans","mesophile---Bacteria-aerobe",0.008995059,0.026640878,"Non-H2S-rich"
"Roseospirillum parvum","mesophile---Bacteria-anaerobe",0.009931758,0.022834045,"Non-H2S-rich"
"Lutibaculum baratangense","mesophile--alkaliphile-Bacteria-aerobe",0.00940437,0.02519229,"Non-H2S-rich"
"Azoarcus indigens","mesophile---Bacteria-aerobe",0.010691152,0.023774343,"Non-H2S-rich"
"Azonexus fungiphilus","mesophile---Bacteria-aerobe",0.011696748,0.023641647,"Non-H2S-rich"
"Dechloromonas agitata","mesophile---Bacteria-anaerobe",0.012107461,0.024907406,"Non-H2S-rich"
"Propionivibrio dicarboxylicus","mesophile---Bacteria-anaerobe",0.013079491,0.025218042,"Non-H2S-rich"
"Shinella zoogloeoides","mesophile---Bacteria-aerobe",0.009402639,0.02655686,"Non-H2S-rich"
"Sterolibacterium denitrificans","mesophile---Bacteria-anaerobe",0.011740664,0.025622707,"Non-H2S-rich"
"Thauera linaloolentis","mesophile---Bacteria-obligate aerobe",0.01141255,0.024135136,"Non-H2S-rich"
"Denitratisoma oestradiolicum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.012192181,0.025919958,"Non-H2S-rich"
"Uliginosibacterium gangwonense","mesophile--neutrophile-Bacteria-aerobe",0.013414296,0.02586789,"Non-H2S-rich"
"Nisaea denitrificans","mesophile--neutrophile-Bacteria-aerobe",0.010066349,0.02700038,"Non-H2S-rich"
"Rhodovibrio salinarum","mesophile---Bacteria-anaerobe",0.010051711,0.023560142,"Non-H2S-rich"
"Skermanella aerolata","mesophile-slight_halophile-neutrophile-Bacteria-obligate aerobe",0.01033222,0.026303264,"Non-H2S-rich"
"Thalassospira xiamenensis","psychrophiles-slight_halophile--Bacteria-obligate aerobe",0.010606047,0.028712183,"Non-H2S-rich"
"Azospirillum thiophilum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009871886,0.025703593,"Non-H2S-rich"
"Insolitispirillum peregrinum","mesophile---Bacteria-aerobe",0.011673133,0.026401533,"Non-H2S-rich"
"Fodinicurvata sediminis","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.010282336,0.025286355,"Non-H2S-rich"
"Tistlia consotensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009815566,0.020589136,"Non-H2S-rich"
"Alistipes putredinis","mesophile---Bacteria-anaerobe",0.015110175,0.026832122,"Non-H2S-rich"
"Rikenella microfusus","mesophile---Bacteria-anaerobe",0.013032479,0.026141969,"Non-H2S-rich"
"Rubrobacter radiotolerans","mesophile-moderate_halophile--Bacteria-aerobe",0.008220353,0.019723177,"Non-H2S-rich"
"Sanguibacter antarcticus","psychrophiles-slight_halophile-acidophile-Bacteria-aerobe",0.007506602,0.018284506,"Non-H2S-rich"
"Shewanella halifaxensis","psychrophiles-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.013381753,0.027427789,"Non-H2S-rich"
"Solirubrobacter soli","psychrophiles-nonhalophile-alkaliphile-Bacteria-aerobe",0.008474157,0.01766228,"Non-H2S-rich"
"Sphaerobacter thermophilus","thermophile--alkaliphile-Bacteria-obligate aerobe",0.008054378,0.020705756,"Non-H2S-rich"
"Olivibacter sitiensis","mesophile--neutrophile-Bacteria-aerobe",0.009365954,0.025786366,"Non-H2S-rich"
"Pedobacter heparinus","mesophile---Bacteria-obligate aerobe",0.009401868,0.025197767,"Non-H2S-rich"
"Pseudopedobacter saltans","mesophile---Bacteria-obligate aerobe",0.00945191,0.02249213,"Non-H2S-rich"
"Sphingobacterium faecium","mesophile---Bacteria-obligate aerobe",0.009261589,0.024339794,"Non-H2S-rich"
"Mucilaginibacter oryzae","mesophile--neutrophile-Bacteria-aerobe",0.009460271,0.02422893,"Non-H2S-rich"
"Parapedobacter composti","mesophile-slight_halophile-neutrophile-Bacteria-aerobe",0.009205437,0.024155184,"Non-H2S-rich"
"Solitalea koreensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010134848,0.025891328,"Non-H2S-rich"
"Blastomonas natatoria","mesophile---Bacteria-obligate aerobe",0.009748664,0.027476602,"Non-H2S-rich"
"Novosphingobium capsulatum","mesophile---Bacteria-obligate aerobe",0.009479944,0.025557213,"Non-H2S-rich"
"Sandarakinorhabdus limnophila","psychrophiles---Bacteria-aerobe",0.009344938,0.026820106,"Non-H2S-rich"
"Sphingobium herbicidovorans","mesophile---Bacteria-obligate aerobe",0.010382938,0.027718519,"Non-H2S-rich"
"Sphingomonas parapaucimobilis","mesophile---Bacteria-obligate aerobe",0.008481337,0.026594976,"Non-H2S-rich"
"Sphingopyxis witflariensis","mesophile---Bacteria-obligate aerobe",0.009340365,0.026748131,"Non-H2S-rich"
"Sphingosinicella microcystinivorans","mesophile--neutrophile-Bacteria-obligate aerobe",0.009245462,0.025238482,"Non-H2S-rich"
"Stakelama pacifica","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.009310243,0.026901383,"Non-H2S-rich"
"Parasphingopyxis lamellibrachiae","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009887893,0.026825563,"Non-H2S-rich"
"Sediminispirochaeta smaragdinae","mesophile---Bacteria-anaerobe",0.011600418,0.026191914,"Non-H2S-rich"
"Alkalispirochaeta americana","mesophile---Bacteria-obligate anaerobe",0.009429202,0.022385322,"Non-H2S-rich"
"Spirochaeta cellobiosiphila","mesophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.009188398,0.024994,"Non-H2S-rich"
"Treponema bryantii","mesophile---Bacteria-anaerobe",0.01546492,0.025584991,"Non-H2S-rich"
"Sphaerochaeta coccoides","mesophile---Bacteria-anaerobe",0.0116692,0.02897361,"Non-H2S-rich"
"Sinobaca qinghaiensis","mesophile-moderate_halophile-alkaliphile-Bacteria-aerobe",0.007460146,0.030433722,"Non-H2S-rich"
"Jeotgalicoccus halotolerans","mesophile---Bacteria-obligate aerobe",0.006345085,0.029658273,"Non-H2S-rich"
"Macrococcus brunensis","mesophile---Bacteria-aerobe",0.007482847,0.030517657,"Non-H2S-rich"
"Salinicoccus hispanicus","mesophile---Bacteria-obligate aerobe",0.006652664,0.032869369,"Non-H2S-rich"
"Lactococcus piscium","mesophile---Bacteria-anaerobe",0.006084715,0.026746101,"Non-H2S-rich"
"Streptococcus constellatus","mesophile---Bacteria-obligate aerobe",0.007860832,0.026296997,"Non-H2S-rich"
"Kitasatospora cineracea","mesophile---Bacteria-obligate aerobe",0.009038473,0.015679894,"Non-H2S-rich"
"Rickettsia asembonensis","mesophile---Bacteria-obligate aerobe",0.012002851,0.024886395,"Non-H2S-rich"
"Streptacidiphilus albus","mesophile---Bacteria-aerobe",0.009865403,0.017682963,"Non-H2S-rich"
"Streptomyces pathocidini","mesophile---Bacteria-obligate aerobe",0.009590413,0.017669655,"Non-H2S-rich"
"Embleya scabrispora","mesophile--neutrophile-Bacteria-obligate aerobe",0.009142085,0.018820658,"Non-H2S-rich"
"Flavihumibacter petaseus","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.01011882,0.025384336,"Non-H2S-rich"
"Microbispora hainanensis","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009282612,0.019397088,"Non-H2S-rich"
"Nonomuraea solani","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009016273,0.019846469,"Non-H2S-rich"
"Sphaerisporangium album","mesophile-nonhalophile--Bacteria-aerobe",0.009561878,0.019349369,"Non-H2S-rich"
"Anaerobiospirillum thomasii","mesophile---Bacteria-anaerobe",0.015917983,0.027583081,"Non-H2S-rich"
"Ruminobacter amylophilus","mesophile---Bacteria-anaerobe",0.015999089,0.027515421,"Non-H2S-rich"
"Succinimonas amylolytica","mesophile---Bacteria-anaerobe",0.014797068,0.026563057,"Non-H2S-rich"
"Succinivibrio dextrinosolvens","mesophile---Bacteria-anaerobe",0.015753512,0.025399275,"Non-H2S-rich"
"Succinatimonas hippei","mesophile---Bacteria-anaerobe",0.016508909,0.02551114,"Non-H2S-rich"
"Acidianus infernus","hyperthermophile---Archaea-anaerobe",0.009209752,0.023412447,"Non-H2S-rich"
"Stygiolobus azoricus","hyperthermophile---Archaea-anaerobe",0.00812146,0.023610539,"Non-H2S-rich"
"Syntrophus gentianae","mesophile---Bacteria-anaerobe",0.013758552,0.026590334,"Non-H2S-rich"
"Syntrophobacter fumaroxidans","mesophile---Bacteria-anaerobe",0.015780069,0.025986566,"Non-H2S-rich"
"Euzebya tangerina","psychrophiles-moderate_halophile-alkaliphile-Bacteria-aerobe",0.007309716,0.020636516,"Non-H2S-rich"
"Syntrophomonas wolfei","mesophile---Bacteria-anaerobe",0.013526438,0.028099495,"Non-H2S-rich"
"Thermosyntropha lipolytica","thermophile---Bacteria-anaerobe",0.012555847,0.027819507,"Non-H2S-rich"
"Dethiobacter alkaliphilus","mesophile---Bacteria-anaerobe",0.012663339,0.028271908,"Non-H2S-rich"
"Fervidicola ferrireducens","thermophile--neutrophile-Bacteria-anaerobe",0.012715452,0.02730845,"Non-H2S-rich"
"Meiothermus hypogaeus","thermophile-nonhalophile-neutrophile-Bacteria-aerobe",0.00712798,0.020681269,"Non-H2S-rich"
"Thermus islandicus","thermophile--neutrophile-Bacteria-aerobe",0.005195418,0.015971726,"Non-H2S-rich"
"Laceyella sediminis","thermophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010926528,0.028976519,"Non-H2S-rich"
"Planifilum fulgidum","thermophile---Bacteria-aerobe",0.010198559,0.026675428,"Non-H2S-rich"
"Seinonella peptonophila","mesophile---Bacteria-aerobe",0.010016491,0.027316013,"Non-H2S-rich"
"Desmospora activa","mesophile---Bacteria-aerobe",0.009235485,0.02767186,"Non-H2S-rich"
"Melghirimyces algeriensis","mesophile-moderate_halophile-neutrophile-Bacteria-aerobe",0.010401865,0.029770897,"Non-H2S-rich"
"Ammonifex degensii","thermophile---Bacteria-anaerobe",0.014046373,0.018312525,"Non-H2S-rich"
"Caldanaerobacter subterraneus subsp. yonseiensis","thermophile---Bacteria-anaerobe",0.009730518,0.025673369,"Non-H2S-rich"
"Tepidanaerobacter acetatoxydans","mesophile---Bacteria-anaerobe",0.012570905,0.028565194,"Non-H2S-rich"
"Thermanaeromonas toyohensis","thermophile---Bacteria-anaerobe",0.014303437,0.021499862,"Non-H2S-rich"
"Carboxydothermus hydrogenoformans","thermophile---Bacteria-anaerobe",0.010538595,0.021969452,"Non-H2S-rich"
"Moorella glycerini","thermophile---Bacteria-anaerobe",0.013124992,0.023811192,"Non-H2S-rich"
"Thermoanaerobacter kivui","thermophile---Bacteria-anaerobe",0.011091794,0.026862816,"Non-H2S-rich"
"Caldanaerobius fijiensis","thermophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.01214187,0.029302235,"Non-H2S-rich"
"Palaeococcus ferrophilus","hyperthermophile---Archaea-anaerobe",0.006516783,0.025877719,"Non-H2S-rich"
"Pyrococcus abyssi","hyperthermophile---Archaea-anaerobe",0.006783474,0.024660449,"Non-H2S-rich"
"Thermococcus celer","hyperthermophile---Archaea-anaerobe",0.006624648,0.025395559,"Non-H2S-rich"
"Coprothermobacter platensis","thermophile---Bacteria-anaerobe",0.009888445,0.028257764,"Non-H2S-rich"
"Caldanaerovirga acetigignens","thermophile-nonhalophile-alkaliphile-Bacteria-anaerobe",0.012583038,0.027192045,"Non-H2S-rich"
"Thermofilum pendens","hyperthermophile---Archaea-anaerobe",0.009267602,0.018682665,"Non-H2S-rich"
"Thermomonospora curvata","thermophile---Bacteria-obligate aerobe",0.00992522,0.019424681,"Non-H2S-rich"
"Actinomadura atramentaria","mesophile---Bacteria-obligate aerobe",0.009001494,0.0173203,"Non-H2S-rich"
"Vulcanisaeta distributa","hyperthermophile---Archaea-anaerobe",0.009066548,0.027587987,"Non-H2S-rich"
"Caldivirga maquilingensis","hyperthermophile---Archaea-anaerobe",0.008606673,0.027743571,"Non-H2S-rich"
"Pyrobaculum islandicum","hyperthermophile---Archaea-anaerobe",0.011626895,0.020636089,"Non-H2S-rich"
"Thermoproteus tenax","hyperthermophile---Archaea-anaerobe",0.010615629,0.02226174,"Non-H2S-rich"
"Marinitoga piezophila","thermophile---Bacteria-anaerobe",0.005649871,0.024627703,"Non-H2S-rich"
"Petrotoga miotherma","thermophile---Bacteria-anaerobe",0.007485557,0.023172495,"Non-H2S-rich"
"Thermosipho melanesiensis","thermophile---Bacteria-anaerobe",0.007824215,0.022417642,"Non-H2S-rich"
"Thermotoga maritima","hyperthermophile---Bacteria-anaerobe",0.008691752,0.024698247,"Non-H2S-rich"
"Pseudothermotoga thermarum","hyperthermophile---Bacteria-anaerobe",0.011245298,0.024493892,"Non-H2S-rich"
"Kosmotoga olearia","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.009280723,0.024644823,"Non-H2S-rich"
"Mesotoga prima","mesophile---Bacteria-anaerobe",0.010030673,0.026865272,"Non-H2S-rich"
"Agarivorans albus","mesophile---Bacteria-obligate aerobe",0.012794921,0.024464127,"Non-H2S-rich"
"Acetonema longum","mesophile---Bacteria-anaerobe",0.014033459,0.028322184,"Non-H2S-rich"
"Allisonella histaminiformans","mesophile---Bacteria-anaerobe",0.013743805,0.033584646,"Non-H2S-rich"
"Anaeroarcus burkinensis","mesophile---Bacteria-anaerobe",0.014007568,0.028166271,"Non-H2S-rich"
"Anaeromusa acidaminophila","mesophile---Bacteria-anaerobe",0.013924168,0.028685874,"Non-H2S-rich"
"Anaerovibrio lipolyticus","mesophile---Bacteria-anaerobe",0.013823713,0.034650485,"Non-H2S-rich"
"Dendrosporobacter quercicolus","mesophile---Bacteria-anaerobe",0.013367977,0.025987119,"Non-H2S-rich"
"Dialister invisus","mesophile---Bacteria-obligate anaerobe",0.01325513,0.032881457,"Non-H2S-rich"
"Megamonas hypermegale","mesophile---Bacteria-anaerobe",0.014586835,0.029986152,"Non-H2S-rich"
"Megasphaera elsdenii","mesophile---Bacteria-anaerobe",0.015692938,0.030283288,"Non-H2S-rich"
"Mitsuokella multacida","mesophile---Bacteria-anaerobe",0.014381761,0.030311599,"Non-H2S-rich"
"Propionispira arboris","mesophile---Bacteria-anaerobe",0.0141911,0.03093462,"Non-H2S-rich"
"Propionispora vibrioides","mesophile---Bacteria-anaerobe",0.013510624,0.02740964,"Non-H2S-rich"
"Selenomonas ruminantium subsp. lactilytica","mesophile---Bacteria-anaerobe",0.014263113,0.032679544,"Non-H2S-rich"
"Thermosinus carboxydivorans","thermophile--neutrophile-Bacteria-anaerobe",0.014734835,0.027175237,"Non-H2S-rich"
"Veillonella caviae","mesophile---Bacteria-anaerobe",0.011698021,0.030643776,"Non-H2S-rich"
"Sporomusa acidovorans","mesophile---Bacteria-anaerobe",0.015887198,0.029054561,"Non-H2S-rich"
"Pelosinus propionicus","mesophile---Bacteria-anaerobe",0.013823758,0.029828041,"Non-H2S-rich"
"Sporolituus thermophilus","thermophile--neutrophile-Bacteria-anaerobe",0.01390301,0.026614833,"Non-H2S-rich"
"Enterovibrio calviensis","mesophile---Bacteria-aerobe",0.011920376,0.028385692,"Non-H2S-rich"
"Photobacterium ganghwense","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.012927517,0.028757364,"Non-H2S-rich"
"Salinivibrio siamensis","mesophile-moderate_halophile-alkaliphile-Bacteria-anaerobe",0.011888262,0.027500126,"Non-H2S-rich"
"Aliivibrio sifiae","psychrophiles---Bacteria-aerobe",0.011968414,0.027954087,"Non-H2S-rich"
"Vibrio proteolyticus","mesophile---Bacteria-aerobe",0.012873271,0.027902575,"Non-H2S-rich"
"Victivallis vadensis","mesophile---Bacteria-obligate anaerobe",0.016568804,0.023958693,"Non-H2S-rich"
"Williamsia muralis","mesophile---Bacteria-aerobe",0.008557116,0.021427403,"Non-H2S-rich"
"Labrys okinawensis","psychrophiles--neutrophile-Bacteria-aerobe",0.009630493,0.023680495,"Non-H2S-rich"
"Pseudoxanthobacter soli","mesophile--neutrophile-Bacteria-obligate aerobe",0.008707992,0.022895236,"Non-H2S-rich"
"Aquimonas voraii","mesophile--alkaliphile-Bacteria-aerobe",0.01051146,0.020268252,"Non-H2S-rich"
"Arenimonas donghaensis","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.00945602,0.022805534,"Non-H2S-rich"
"Dokdonella koreensis","mesophile--neutrophile-Bacteria-aerobe",0.010071784,0.018420068,"Non-H2S-rich"
"Dyella ginsengisoli","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.009935896,0.023581927,"Non-H2S-rich"
"Frateuria terrea","mesophile--neutrophile-Bacteria-aerobe",0.010596676,0.023261659,"Non-H2S-rich"
"Luteibacter rhizovicinus","psychrophiles-nonhalophile-neutrophile-Bacteria-aerobe",0.008886313,0.024661979,"Non-H2S-rich"
"Luteimonas mephitis","mesophile---Bacteria-obligate aerobe",0.010219114,0.023095954,"Non-H2S-rich"
"Lysobacter gummosus","mesophile---Bacteria-aerobe",0.010519715,0.021647194,"Non-H2S-rich"
"Pseudoxanthomonas broegbernensis","mesophile---Bacteria-obligate aerobe",0.009465962,0.021632085,"Non-H2S-rich"
"Rhodanobacter spathiphylli","mesophile--neutrophile-Bacteria-obligate aerobe",0.010621294,0.02406563,"Non-H2S-rich"
"Ignatzschineria larvae","mesophile---Bacteria-obligate aerobe",0.00950793,0.026736477,"Non-H2S-rich"
"Thermomonas hydrothermalis","thermophile---Bacteria-obligate aerobe",0.011482981,0.022136297,"Non-H2S-rich"
"Xanthomonas fragariae","mesophile---Bacteria-aerobe",0.013777319,0.022773487,"Non-H2S-rich"
"Rudaea cellulosilytica","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.010498962,0.021533587,"Non-H2S-rich"
"Pseudofulvimonas gallinarii","mesophile---Bacteria-aerobe",0.010390876,0.021422539,"Non-H2S-rich"
"Patulibacter minatonensis","mesophile-nonhalophile-neutrophile-Bacteria-obligate aerobe",0.007950214,0.016065445,"Non-H2S-rich"
"Caldilinea aerophila","thermophile---Bacteria-anaerobe",0.009854019,0.023384546,"Non-H2S-rich"
"Actinospica acidiphila","mesophile-nonhalophile-acidophile-Bacteria-aerobe",0.008883745,0.017814204,"Non-H2S-rich"
"Catenulispora acidiphila","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008670704,0.019385413,"Non-H2S-rich"
"Balnearium lithotrophicum","thermophile-slight_halophile-neutrophile-Bacteria-anaerobe",0.010832728,0.017912982,"Non-H2S-rich"
"Thermovibrio ammonificans","thermophile-nonhalophile-acidophile-Bacteria-anaerobe",0.011658168,0.017687887,"Non-H2S-rich"
"Phorcysia thermohydrogeniphila","thermophile--neutrophile-Bacteria-anaerobe",0.011731943,0.018822388,"Non-H2S-rich"
"Ktedonobacter racemifer","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.013281477,0.023543341,"Non-H2S-rich"
"Coraliomargarita akajimensis","mesophile-slight_halophile-alkaliphile-Bacteria-aerobe",0.012450784,0.02359773,"Non-H2S-rich"
"Natranaerobius thermophilus","thermophile---Bacteria-anaerobe",0.010120666,0.02525708,"Non-H2S-rich"
"Methermicoccus shengliensis","thermophile---Archaea-anaerobe",0.017287101,0.031104051,"Non-H2S-rich"
"Hydrocarboniphaga effusa","mesophile---Bacteria-aerobe",0.010549796,0.022355372,"Non-H2S-rich"
"Nevskia soli","mesophile--neutrophile-Bacteria-aerobe",0.011189355,0.023286198,"Non-H2S-rich"
"Steroidobacter denitrificans","mesophile--neutrophile-Bacteria-anaerobe",0.011263205,0.024916355,"Non-H2S-rich"
"Syntrophorhabdus aromaticivorans","mesophile---Bacteria-anaerobe",0.013594256,0.02804773,"Non-H2S-rich"
"Holophaga foetida","mesophile---Bacteria-anaerobe",0.013479933,0.025484738,"Non-H2S-rich"
"Geothrix fermentans","mesophile---Bacteria-anaerobe",0.010999625,0.022561625,"Non-H2S-rich"
"Haloplasma contractile","mesophile---Bacteria-anaerobe",0.010732816,0.025918849,"Non-H2S-rich"
"Acetivibrio ethanolgignens","mesophile---Bacteria-anaerobe",0.016660969,0.030985938,"Non-H2S-rich"
"Papillibacter cinnamivorans","mesophile---Bacteria-anaerobe",0.015471326,0.027789608,"Non-H2S-rich"
"Ruminococcus albus","mesophile---Bacteria-anaerobe",0.018267679,0.030263325,"Non-H2S-rich"
"Blautia obeum","mesophile---Bacteria-anaerobe",0.01772037,0.032817679,"Non-H2S-rich"
"Sporobacter termitidis","mesophile---Bacteria-anaerobe",0.01548168,0.027934681,"Non-H2S-rich"
"Subdoligranulum variabile","mesophile---Bacteria-anaerobe",0.019066498,0.02741756,"Non-H2S-rich"
"Ethanoligenens harbinense","mesophile-nonhalophile-acidophile-Bacteria-anaerobe",0.015732004,0.026352274,"Non-H2S-rich"
"Oscillibacter valericigenes","mesophile-nonhalophile-neutrophile-Bacteria-anaerobe",0.018812552,0.029049802,"Non-H2S-rich"
"Hydrogenoanaerobacterium saccharovorans","mesophile--neutrophile-Bacteria-anaerobe",0.017609726,0.029773099,"Non-H2S-rich"
"Nitriliruptor alkaliphilus","mesophile-nonhalophile-alkaliphile-Bacteria-aerobe",0.007965453,0.015865214,"Non-H2S-rich"
"Algoriphagus antarcticus","psychrophiles-slight_halophile--Bacteria-aerobe",0.008354264,0.026284205,"Non-H2S-rich"
"Aquiflexum balticum","mesophile-nonhalophile-neutrophile-Bacteria-aerobe",0.008058863,0.026097139,"Non-H2S-rich"
"Echinicola vietnamensis","mesophile-moderate_halophile--Bacteria-obligate aerobe",0.008972287,0.027615586,"Non-H2S-rich"
"Fodinicola feengrottensis","mesophile--acidophile-Bacteria-aerobe",0.014319409,0.017947773,"Non-H2S-rich"
